Label;Text
negative;phone be unusable be not new
positive;pizza selection be good
negative;pizza taste old super chewy not good way
neutre;pizza be good not great
positive;place look really cool
negative;place be fairly clean food simply be not worth
negative;place be not clean food oh stale
negative;plantain be worst have ever taste
negative;plastic break really easy clip
negative;leather case do not fit
negative;plot well say let one go
negative;plot do not hang together act be absolutely appal
negative;plot have hole pair of fishnet stock direction edit be astonishingly ham fisted
negative;plot be nonsense do not interest slightest way have uniqueness
negative;plot simply rumble like machine desperately depend addition of new scene
negative;plot be same pretty much every cheap horror
negative;plot be be derivative predictable end be like mercy kill
negative;plug do not work well
positive;point be journey journey touch every member of family
negative;poor actor
negative;poor batter meat ratio make chicken tender unsatisfying
negative;presentation of food be awful
positive;price be reasonable service be great
positive;price of cable be excellent
positive;price be good free ship be good purchase
negative;problem be script
negative;puppet look really cheesy not good way
negative;real disappointment be waiter
negative;real killer be volume of course break
positive;reception have be generally good
positive;reception be excellent
positive;reception headset be excellent
negative;refried bean come meal be dry crusty food be bland
negative;replacement die few week
positive;rest of cast also play well
negative;rest of movie lack art charm mean be emptiness work guess be empty
negative;restaurant smell like combination of dirty fish market sewer
positive;restaurant atmosphere be exquisite
negative;result be film do not look right
negative;result well be shame
negative;rip banana be not rip petrify tasteless
negative;scallop dish be quite appal value well
positive;scenery two daughter paint photograph be beautiful
positive;scene be often funny occasionally touch character evaluate live be go
negative;screen do get smudge easily touch ear face
positive;screen size be big key pad light well enough camera quality be excellent camera phone
negative;script be big flaw mess
negative;script be bad bad contain cheesiness unethical joke
negative;script be horrendously stupid
negative;script look rough draft be write shoot begin finish script be complete
positive;script of subtle comedy be unmatched movie recent year
positive;seafood be fresh generous portion
negative;secondary plot line be incomprehensible relation primary plot line be mystify
positive;selection menu be great be price
negative;selection be probably worst have see be none
positive;seller be understand patient definitely buy
negative;server be negligent of make u feel unwelcome not suggest place
negative;server be not pleasant deal
negative;service be fair best
positive;service be usually good
negative;service be bite lack
negative;service be extremely slow
positive;service be great even manager come help table
negative;service be not par either
positive;service be outshine
negative;service be poor
negative;service be terrible though
negative;service be terrible food be mediocre
positive;set be amaze stylize beautiful effective
negative;set be bad not look of place thunderbird episode
negative;show begin smart ed comment be totally wall uncalled
positive;shrimp tender moist
positive;song be best muppets be hilarious
positive;sound be clear people talk be amaze quality
negative;sound quality device be unacceptable unless be really quiet area almost hear nothing
positive;sound quality be excellent well
positive;sound quality be good functionality be awesome
negative;soundtrack suck
negative;spaghetti be nothing special whatsoever
negative;speaker be of low quality make ring tone sound cheap
positive;staff be great ambiance be great
negative;staff be now not friendly wait time be serve be horrible no one even say hi first ten minute
positive;staff be friendly joint be always clean
positive;staff be great food be relish have incredible beer selection
positive;staff be attentive
negative;story be unbelievable actor
positive;story be powerful exploration of nature of man of art
positive;story be also funny poignant time
negative;story be beyond stupid
negative;story be lame not interest never really explain sinister origin of puppet
negative;story be predictable lazy
negative;story line be awful
negative;story line be totally predictable
negative;story start fast absolutely no suspense build slightest
negative;summary of product be be highly unusable
positive;suspense builder be good
positive;sweet potato fry be good season well
negative;system hang
negative;system repeat same annoy problem
negative;table outside be also dirty lot of time worker be not always friendly helpful menu
positive;telephone repair man be really funny reaction nut bitchy bos be truly genuine
negative;text message feature be really tricky use
positive;thing four kid get be absolutely hilarious watch
positive;tracfone webster be user friendly make easy activate etc
positive;transfer be good
negative;turkey roast beef be bland
positive;two main character may be two of believable child ever saw put screen
negative;update procedure be difficult cumbersome
negative;use of slow motion needlessly repeat throughout movie be well back bad act bad be kind word no continuity scene be throw no reason whatsoever vehicle look like be make corn flake box directorial style border stupidity
negative;idea of be lame
negative;visual effect be awful
positive;voice recognition handset be excellent
positive;volume ringer be real good
negative;waiter be not helpful friendly rarely check u
positive;waitress manager be friendly
positive;waitress be friendly
positive;warmth generate be contrast austere backdrop
negative;whole experience be underwhelming
positive;whole film be shoot elaborately aesthetically like sculpture
negative;wife hat meal friend really do not enjoy meal either
positive;wind lion be well write superbly act
negative;worst experience ever
negative;worst one of series
negative;worst phone samsung crap crappy samsung .715 be worst have ever see
negative;worst phone have ever have have few month
negative;worst piece of crap ever along version customer service
negative;worst happiest dialogue go
positive;menu be diverse reasonably price
negative;network coverage los angeles be horrible
positive;screen chemistry critical entire film be genuine
negative;theme screen saver be mediocre
negative;few day later puff of smoke come of phone use
negative;exchange same phone even have same problem
negative;have continue pair periodically since somehow keep drop
positive;watch two sunday ago begin really enjoy time tap entire thing
negative;food come disappointment ensue
negative;scene debate whether not sack trumpeter falsely be accuse murder be pure horror really stupid
negative;film drop ball
negative;be plot hole
negative;be license issue
negative;be many continuity error
positive;be massive level massive unworkable character be massive game
negative;be many problem dont know start
positive;be some generally great thing
negative;be usual hitchcock logic flaw
negative;be not death scene like previous movie f x be terrible
positive;have be improvement better look
positive;be brilliant twist end
positive;be lot of beautiful place
negative;be totally unnecessary train roller coaster scene
negative;be absolutely nothing installation cd
negative;be no menu bar top help take guess work of use program
negative;be no plot keep go first place
negative;be no plot storyline
negative;be no real plot
negative;be not deal good enough drag establishment
negative;be nothing authentic place
negative;be nothing privilege work eat
negative;be simply no excuse something poorly do
positive;be some pretty good act
positive;still be good actor around
negative;be few pathetic attempt give character some depth do not really work rest of plot
negative;be absolutely no warmth charm scene character
negative;be hardly meat
negative;be nothing believable
negative;be much hype phone assume be best mistake
negative;be several moment movie do not be be excruciatingly slow move
negative;be many close
negative;be horrible tick sound background call have never experience
negative;be reason stuff be significantly discount
negative;be also enough hypocrisy film make vomit
positive;be barely bore moment film be plenty of humorous part
positive;be certainly comfortable functionality be decent
positive;be fabulous
negative;be central theme of film be handle ineptly stereotypically no depth of imagination
positive;be nicest restaurant owner have ever come across
positive;headphone be great find think be perhaps best purchase have make last several year seriously
negative;product cover important light sensor ear outlet
negative;be sell information can learn anyone limit computer knowledge
positive;be cool
positive;be easy love even easy identify
negative;bring fresh batch of fry be think yay something warm no
positive;be use exemplar set designer
negative;do not look appeal
negative;do not care consumer one bite
positive;do not last forever be not overly expensive replace easy operate sound be much better others have try
positive;have good selection of food include massive meatloaf sandwich crispy chicken wrap relish tuna melt some tasty burger
positive;have really nice atmosphere
positive;have great dinner
negative;have horrible attitude towards customer talk one customer do not enjoy food
positive;keep get better better
negative;make case small be difficult install
neutre;offer variety of smoothie fresh juice
negative;refuse refund replace
positive;be excellent
negative;work two week break
negative;thing happen character personality change plot twist occur no real reason script call
negative;thing go wrong burn nagasaki
negative;think plan one sure be last moto phone
positive;think of film be like dream
negative;third cheese friend burger be cold
negative;company be embarrass mess
negative;guy anyone work be ashamed
negative;allow possibility of double book same date time first
positive;battery be excellent bargain
positive;case have pas one year mark show sign of wear be 100 functional
positive;case seem well make
negative;company charge restock fee still not give refund back
negative;convention never work well past certainly do not work
positive;device be great several situation
negative;do not fit palm tungsten e2 break first time try plug
negative;film have no redeem feature
negative;film be insult movie go public
positive;film offer many delight surprise
negative;film try be serious sophisticate thriller horror flick fail miserably
positive;frog phone charm be adorable eye catch
positive;game rock
negative;get one of 10 simply be nothing lower
negative;gps system have redeem quality
negative;greedy corporation never see another dime
positive;hand free phone speaker be awesome
positive;first movie have give ten year
negative;be bad film bad write good actor ugly cartoon craft paul haggis people can not handle anything bold stroke storytelling picture paint crayon
positive;be beautiful phone
negative;be chilly unremarkable movie author live work chilly abstruse culture
negative;be disgrace
positive;be good battery get really fast
positive;be good joint
positive;be great deal
positive;be great little item
positive;be great phone
positive;be great place eat
positive;be great product sure beat use finger
positive;be great restaurant
positive;be perfectly acceptable restaurant
positive;be really fantastic thai restaurant be definitely worth visit
negative;be simple little phone use breakage be unacceptable
positive;be stun movie
positive;be right case movie deliver everything almost right face
negative;be average phone bad battery life operate weak network
positive;be actually smart movie
positive;be excellent film
positive;be excellent tool especially pair phone auto answer
positive;be extraordinary film
positive;be unbelievable bargain
negative;be far worst purchase have make amazon
positive;be cool case be open allow screen get scratch
positive;be definitely cult classic well worth view share others
negative;be definitely one of bad one
positive;be definitely one of better documentary have see
negative;be essentially communication tool do not communicate
positive;be great be mood something different
positive;be hand best phone have ever have
positive;be high adventure best
negative;be infuriate
positive;be great movie
negative;be not movie make
positive;be nothing short of amaze
positive;be one of accessible film
positive;be one of best bar food vega
positive;be one of best movie show strong sibling bond
positive;be one of better buffet have be
negative;be one of worst sandra bullock movie since speed two not quite bad
negative;be probably one of least effective utterly unoriginal film have ever see entire life
negative;be probably irritate show have ever see entire life
positive;be simply best bluetooth headset sound quality
negative;be embarrass also ear hurt try push ear plug ear
neutre;be something one can live without
positive;be fun funny movie
positive;be kind of money be waste properly
positive;be number one best th game series
positive;be place first have pho be amaze
negative;be worst sushi have ever eat besides cost
negative;be worst version be release
positive;be truly art movie actually have lot of art
positive;item be fantastic work perfectly
positive;item be great instal let charge overtime have be work good every since no problem
positive;little device have transform organizational capability make life whole lot easier
negative;may be bad film ever make
positive;movie contain star cast love be open eye see actor have not see
positive;movie create universe be fascinate every way
positive;movie have cut edge
positive;movie be good humorous comment life
negative;movie be pure disaster story be stupid edit be worst have see confuse incredibly
negative;movie be solid example of bad plot bad idea way
positive;movie be also reveal
negative;movie be bad
positive;movie be excellent totally recommend movie
positive;movie be great especially enjoy visual art
positive;movie be possibly one of creative work of horror ever
positive;movie be awesome
negative;movie be mind bend awful not have even be create
negative;movie be terrible
positive;movie be well balance comedy drama thoroughly enjoy
negative;movie suck really bad
negative;movie suffer of write suspense
negative;movie totally grate nerve
positive;movie be kind of long length enjoy every minute of
negative;one be simply disappointment
negative;one be confuse frustrate
negative;one fail create real suspense
positive;one work be price right
negative;pair of headphone be worst have ever have sound wise
negative;particular model not work motorola q smartphone
negative;pathetic thief steal customer charge credit card 80 buck month without permission
positive;phone be pretty sturdy have never have large problem
positive;phone be slim light display be beautiful
positive;phone be fast send kind of message web browse be significantly faster previous phone have use
negative;phone be worst have ever have brand
negative;phone try hard do everything fail be ability be phone
positive;phone work great
negative;place deserve no star
negative;place have lot of promise fail deliver
positive;place have good food huge portion
positive;place be amaze
negative;place be disgust
positive;place be good
positive;place be great
positive;place be hand one of best place eat phoenix metro area
negative;place be horrible way overprice
negative;place be not quality sushi be not quality restaurant
negative;place be not worth time
negative;place be overprice
positive;place be two thumb way
negative;place be way overprice mediocre food
negative;place lack style
positive;place receive star appetite
negative;place honestly be blow
positive;place be nice surprise
negative;product exist one purpose steal
negative;product have strong rubber petroleum smell be unbearable cause return
negative;product be disappointment
negative;product be clearly not ready prime time do not care cool look can not tell call be come be worthless
positive;product be great make work lot easier can go copier wait hold something
positive;product be ideal people like whose ear be sensitive
negative;product be plain bad
negative;product be high quality chinese crap
neutre;program can convert input digital format
positive;program be secure
positive;review be long overdue since consider tale of two sister be single greatest film ever make
negative;scene be strong unpleasant
negative;short film certainly pull no punch
negative;show be make american be stupid
negative;software do not quite do expect
negative;totally unfunny movie be top pathetic unrealistic throughout whole 90 minute of utter torture probably look watch 70000 time
positive;be different cut piece day still wonderful tender well well flavour
negative;be flick doom conception
negative;be poor remake
negative;be like final blow
negative;be one of worst film have ever see
negative;be reflect not cast also par script borrow much earlier classic
positive;be awesome movie buy of bay
negative;be utterly confuse first cause lose couple of important contact
positive;wonderful experience make place stop whenever be town
negative;not even be good make tv flick
negative;thoroughly disappoint
positive;phone be work fine now
positive;three of visually appeal movie have ever see
negative;tie charger conversation last 45 minute major problem
positive;timely shipment quality product
positive;mobile have best customer service anywhere
negative;be honest be unbelievable nonsense foolish
negative;call movie drama be ridiculous
negative;disbelief dish qualify worst version of food have ever taste
negative;sum film breeder be terrible cheaply make horror movie be avoid like bola virus
negative;find movie intelligent even masterful can say be intelligence imagination obviously use try make some sense of pitiful attempt human nature try make sense of thing
positive;today be second time have be lunch buffet be pretty good
negative;today graphic be crap
negative;bad have pay month service
negative;politically correct
negative;top line do not waste time money one bad come
negative;total brunch fail
negative;total letdown
negative;total waste of time
positive;totally believable
positive;totally different load of understatement black comedy be film few get see do remember
negative;tree mobile refuse replace force buy another phone without kind of upgrade discount
negative;try go lunch be madhouse
negative;trouble be write direct make impossible establish thing make movie watchable like character story theme
negative;truly awful
positive;truly perfect
negative;try make call be exercise frustration
negative;uncomfortable ear do not use lg 39900 env
negative;unfortunately do not work
negative;unfortunately not recharge phone four despite connect multiple power source mac external battery wall outlet etc
negative;unfortunately be easy accidentally activate gentle touch button accidentally touch phone face listen
negative;unfortunately ability actually know be receive call be rather important feature phone be pitiful respect
negative;unfortunately virtue film production work be lose regrettable script
negative;unfortunately cover girl be example of hollywood use exploit woman financial gain
negative;unfortunately inexperience of direction mean scene scene pas little way of dramatic tension conflict
negative;unfortunately set u disappointment entry
negative;unfortunately be not good
negative;unfortunately be bad movie be plain bad
negative;unreliable give
positive;update go back second time be still amaze
positive;ursula burton portrayal of nun be touch funny same time make fun of nun church
negative;use dirty
negative;useless phone simply deaf
negative;utter crap sound quality be terrible
negative;utterly without merit level be akin torture
negative;bad customer service
negative;bad experience
negative;bad performance play angela bennett computer expert be home time
negative;cheap plastic creak like old wooden floor
positive;clear quality sound do not have mess sound pod since have sound button headset
positive;comfortable
negative;disappoint wonder be oscar shortlist
negative;disappoint accessory zone
negative;disappoint
negative;disappoint
negative;disappoint
negative;disappoint
negative;displease
negative;disappoint performance
positive;easy use
positive;friendly staff
positive;funny
positive;good food great atmosphere
positive;good lunch spot
positive;good phone
positive;good product well make
positive;good quality though
positive;good stuff price
positive;good though
positive;happy product
negative;little music anything speak of
negative;much disappoint company
positive;nice relax late night view
positive;nice
positive;please headset
negative;poor service
positive;prompt service
positive;satisfy
negative;tough short flavor
negative;unreliable service mobile
positive;fun chef
positive;well make fit surefire x2 perfectly
negative;sad
negative;victor be even bad brian donlevy be almost unrecognizable
positive;virgin wireless rock do cheap little phone
positive;voice recognition be tremendous
positive;8810 be superb
negative;waaaaaayyyyyyyyyy rat be say
negative;wait wait wait
positive;waitress be good though
positive;waitress be sweet funny
negative;warn do not buy
negative;warn stay away
negative;be not happy
negative;waste of 13 buck
negative;waste of money
positive;waste money game
negative;waste two hour
negative;watch wash machine twirl around not hurt eye much show
neutre;have trouble decide order
positive;be glad find place
negative;not believe dirty oyster be
positive;definately enjoy
negative;have disappoint experience today easy
positive;have fantastic service be please atmosphere
negative;have much say place walk expect be amaze be quickly disappoint
positive;have get lot of compliment
negative;have try two unit fail within two month pro
positive;love atmosphere
positive;love place
negative;order some old classic some new dish go few time be sorely disappoint everything
negative;receive white color battery go dead couple hour
negative;recently witness poor quality of management towards guest well
positive;never be disappoint
positive;walk away stuff happy first vega buffet experience
positive;be greet friendly smile no worry waitress
positive;be think go back
negative;be disappoint food service
neutre;miss place no doubt many reason
negative;not be come back
negative;not be go back anytime soon
negative;not be go back
negative;not be return
positive;recommend others
positive;definitely go back
neutre;well come speak
neutre;well take post office
neutre;well honestly do not know have not be discussion
positive;well satisfy
negative;never go
positive;well package arrive time work intend
negative;well keep think bad be
negative;go lunch service be slow
negative;big waste of time
positive;cool place
negative;disappointment
negative;mistake be
negative;mistake
negative;piece of junk lose call phone
negative;poor effort
negative;waste of money time
negative;waste of time
negative;waste
negative;waste
negative;do bother be slow service
positive;happen next be pretty
negative;be even stupid be have think idea be volcano los angeles
negative;earth be iron do film
negative;posse get junk have no idea
negative;hell kind of crap be
negative;film lack be convince script
neutre;time do go work
positive;whatever else can can be say surface be superbly craft
negative;whatever prompt documentary be beyond
negative;whatever producer be go miss entirely
negative;be worse
negative;open sandwich be impress not good way
negative;saw theater think be go be sick
negative;open battery connection be break device be turn
negative;be small not worth price
negative;have depth character man underneath
negative;be precisely give bad review
negative;manage bend leaf spring back place metal now have enough stress break next drop
negative;right mind be go buy battery
negative;be sad little vegetable overcook
negative;be film make
positive;be back
positive;definitely be back
positive;definitely be din
positive;go back next trip
negative;never ever go back have tell many people have happen
negative;never ever go back
negative;not be back
positive;great sound effect impressive special effect can not recommend movie enough
negative;originality freshness of first movie now spend remake have little else offer
negative;talk awful
negative;not ever go
negative;not go back
negative;not work right least
positive;work great
positive;work perfectly
positive;work well
positive;work fine
positive;work good
positive;work great
positive;work great cat attack phone scratch protective strip instead of destroy screen
positive;work great
positive;work like charm work advertise
positive;work like charm work same one get phone
positive;work well
negative;worse of humiliate worker right front of bunch of horrible name call
negative;worse be incredibly weak sub plot throw follow little band of latter day maronites go reporter work story anniversary of kill
negative;worst customer service ever
negative;worst customer service
negative;worst ever
negative;worst food service have have
negative;worst hour half of life oh gosh
negative;worst martini ever
negative;worst phone ever
negative;worst service boot be least of worry
negative;worst software ever use give zero star
negative;worst ever
positive;worth every penny
negative;worthless product
positive;worthwhile
negative;not go back
negative;not recommend
negative;not recommend others
positive;recommend item
positive;wow
negative;wow bad film
positive;wow love place
neutre;yeah well say be large poach come top be thank
negative;yeah movie pretty much suck
positive;yes be shiny front side love
neutre;yes oh yes right
negative;yes simplify thing sake of brevity really be core of problem film have much go without real fulfil explanation
negative;yes be bad
positive;yes film do require rather significant amount of puzzle solve piece fit together create beautiful picture
negative;yet plantronics continue use same flaw charger design
positive;yet enjoy watch
negative;also cannon take picture case sense be cover
negative;can find better movie couture
positive;can watch prepare delicious food
positive;can not beat price
negative;can not even tell have talent not have pathetic line speak director give no action
negative;can not relate hell barely can understand
negative;drive semi truck hole
negative;take two video time quality be poor
positive;get incredibly fresh fish prepare care
negative;have hold phone particular angle party hear clearly
positive;learn lot real inside emotion of people movie
negative;least three minute get phone book time first turn phone battery life be short
negative;buy additional do burn software
positive;leave theater want go dance star
positive;not be disappoint
positive;not forget movie
positive;not regret
neutre;work
negative;have have iq of particularly stupid mollusc not see one come
positive;love thin be
positive;love
negative;brain attempt shut part of primal impulse of self preservation
positive;work great
positive;far good
positive;good quality
negative;advise everyone do not be fool
negative;worthless product
positive;not regret
negative;no star
negative;zero star
positive;love
positive;enjoy watch film
positive;not forget
positive;not be disappoint
positive;be not disappoint
negative;worst service
negative;worst product
negative;worst
negative;room renovation location cleanliness
negative;breakfast staff reasonably rude
negative;old furniture noisy uncomfortable bed
negative;room be old of modernisation
negative;terrible disorganize breakfast
negative;aircondition make much noise hard sleep night
negative;stay be awful room dirty small three people
negative;unhelpful staff
negative;not worth money disappoint
negative;be treat extremely well
negative;staff be unfriendly unhelpful
positive;location be wonderful staff professional
positive;excellent food perfect location friendly staff
positive;great location lovely hotel
positive;nice deco good bed quiet room excellent location
positive;staff be helpful
positive;location comfort good service
positive;hotel be great staff friendly helpful location unique
positive;excellent welcome information check pleasant friendly staff
positive;room be enormous really comfortable
positive;staff be kind
